selection_id,time_bin_id,day_mid,dt_s,prompt_event_rate_hz,delayed_event_rate_hz,coincidence_occupancy_rate_hz,coincidence_window_s,accidental_live_factor,accidental_loss_fraction
w2_510p58_511p42,2,0.5,21600.0,732.8706001324844,65.27885681127084,798.1494569437552,1e-06,0.9992021689796085,0.0007978310203915484
w2_510p58_511p42,3,0.75,21600.0,727.6381637844643,65.73563382769062,793.3737976121549,1e-06,0.9992069408401653,0.0007930591598347414
w2_510p58_511p42,4,1.0,21600.0,724.5465498170995,66.15231083359112,790.6988606506907,1e-06,0.9992096136593183,0.0007903863406817369
w2_510p58_511p42,5,1.25,21600.0,723.5715326936695,66.59064261617172,790.1621753098412,1e-06,0.9992101499206143,0.0007898500793857011
w2_510p58_511p42,6,1.5,21600.0,724.6947143336095,67.09441074901976,791.7891250826292,1e-06,0.9992085242572103,0.0007914757427897046
w2_510p58_511p42,7,1.75,21600.0,727.9289880766217,67.6978044251295,795.6267925017512,1e-06,0.9992046896345699,0.0007953103654301241
w2_510p58_511p42,8,2.0,21600.0,733.2932173485963,68.42688176245652,801.7200991110528,1e-06,0.9991986011925799,0.0008013988074201395
w2_510p58_511p42,9,2.25,21600.0,740.7351356274468,69.2953404237558,810.0304760512025,1e-06,0.9991902975100693,0.0008097024899307304
w2_510p58_511p42,10,2.5,21600.0,750.0057437109097,70.29525121382419,820.3009949247338,1e-06,0.9991800353599594,0.000819964640040638
w2_510p58_511p42,11,2.75,21600.0,760.5097854573147,71.38503382704178,831.8948192843565,1e-06,0.9991684511092788,0.0008315488907212343
w2_510p58_511p42,12,3.0,21600.0,771.1973356140475,72.48041104244172,843.6777466564891,1e-06,0.9991566780493475,0.0008433219506525091
w2_510p58_511p42,13,3.25,21600.0,780.5998487620619,73.45746503251036,854.0573137945723,1e-06,0.9991463072893484,0.0008536927106516101
w2_510p58_511p42,14,3.5,21600.0,787.0985229224607,74.17574897729436,861.274271899755,1e-06,0.9991390965183277,0.0008609034816723371
w2_510p58_511p42,15,3.75,21600.0,789.3972577447469,74.51956024887399,863.9168179936208,1e-06,0.9991364562506995,0.0008635437493005327
w2_510p58_511p42,16,4.0,21600.0,786.998763208158,74.44035243947795,861.439115647636,1e-06,0.9991389318165079,0.0008610681834920753
w2_510p58_511p42,17,4.25,21600.0,780.4069714657106,73.97624675638848,854.3832182220991,1e-06,0.9991459816631961,0.0008540183368038745
w2_510p58_511p42,18,4.5,21600.0,770.9235754971025,73.23649003407463,844.1600655311772,1e-06,0.9991561961373392,0.000843803862660808
w2_510p58_511p42,19,4.75,21600.0,760.1713576280393,72.36142030135298,832.5327779293923,1e-06,0.9991678136813309,0.0008321863186691036
w2_510p58_511p42,20,5.0,21600.0,749.6212600746122,71.48146430036495,821.1027243749771,1e-06,0.9991792342882201,0.0008207657117799139
w2_510p58_511p42,21,5.25,21600.0,740.3243800900963,70.6928725919789,811.0172526820752,1e-06,0.9991893115329203,0.0008106884670796566
w2_510p58_511p42,22,5.5,21600.0,732.8762844065338,70.05325222336619,802.9295366299,1e-06,0.9991973927250336,0.0008026072749663937
w2_510p58_511p42,23,5.75,21600.0,727.5256272021082,69.58985889948752,797.1154861015957,1e-06,0.9992032021260507,0.000796797873949262
w2_510p58_511p42,24,6.0,21600.0,724.3237340499935,69.31193989658459,793.6356739465781,1e-06,0.9992066791715485,0.0007933208284515159
w2_510p58_511p42,25,6.25,21600.0,723.2502032064864,69.22145807690052,792.4716612833869,1e-06,0.9992078422614531,0.0007921577385469059
w2_510p58_511p42,26,6.5,21600.0,724.2900167200605,69.31990763998675,793.6099243600472,1e-06,0.9992067049007077,0.0007932950992922683
w2_510p58_511p42,27,6.75,21600.0,727.4589156536277,69.61077208077154,797.0696877343993,1e-06,0.9992032478879269,0.0007967521120730847
w2_510p58_511p42,28,7.0,21600.0,732.7780213610778,70.09758345530395,802.8756048163817,1e-06,0.9991974466135625,0.0008025533864375323
w2_510p58_511p42,29,7.25,21600.0,740.1967359818898,70.77740974016989,810.9741457220597,1e-06,0.9991893546049351,0.000810645395064924
w2_510p58_511p42,30,7.5,21600.0,749.4671766951033,71.62997814498496,821.0971548400883,1e-06,0.9991792398531837,0.0008207601468163128
w2_510p58_511p42,31,7.75,21600.0,759.9946438729033,72.60449000573695,832.5991338786403,1e-06,0.9991677473806043,0.0008322526193956792
w2_510p58_511p42,32,8.0,21600.0,770.7290373200319,73.6097194168205,844.3387567368525,1e-06,0.9991560175969297,0.0008439824030702647
w2_510p58_511p42,33,8.25,21600.0,780.2004990467826,74.51642214145762,854.7169211882402,1e-06,0.9991456482452741,0.0008543517547259238
w2_510p58_511p42,34,8.5,21600.0,786.7872495005713,75.17995357585819,861.9672030764295,1e-06,0.9991384041839377,0.0008615958160622661
w2_510p58_511p42,35,8.75,21600.0,789.1882457522994,75.4811864769308,864.6694322292302,1e-06,0.9991357042866621,0.0008642957133379037
w2_510p58_511p42,36,9.0,21600.0,786.8996042639556,75.36870704933597,862.2683113132915,1e-06,0.9991381033351797,0.000861896664820283
w2_510p58_511p42,37,9.25,21600.0,780.4179933027254,74.8782322610127,855.2962255637382,1e-06,0.9991450694359959,0.0008549305640040972
w2_510p58_511p42,38,9.5,21600.0,771.0383863879131,74.11704252813854,845.1554289160516,1e-06,0.9991552016143407,0.0008447983856593178
w2_510p58_511p42,39,9.75,21600.0,760.3782494646548,73.22392737873943,833.6021768433942,1e-06,0.9991667451729274,0.0008332548270726381
w2_510p58_511p42,40,10.0,21600.0,749.9048415316045,72.32813462591406,822.2329761575186,1e-06,0.9991781049647476,0.000821895035252429
w2_510p58_511p42,41,10.25,21600.0,740.6669747620233,71.52503461209497,812.1920093741182,1e-06,0.9991881377292795,0.0008118622707204981
w2_510p58_511p42,42,10.5,21600.0,733.2589653204582,70.87158294461787,804.1305482650761,1e-06,0.9991961926780597,0.0008038073219402975
w2_510p58_511p42,43,10.75,21600.0,727.9289880766217,70.39456008226767,798.3235481588895,1e-06,0.9992019950273038,0.0007980049726962202
w2_510p58_511p42,44,11.0,21600.0,724.7285448722815,70.10288111447386,794.8314259867554,1e-06,0.9992054843688377,0.0007945156311622847
w2_510p58_511p42,45,11.25,21600.0,723.6380381434582,69.99829957557485,793.636337719033,1e-06,0.9992066785083027,0.0007933214916973075
w2_510p58_511p42,46,11.5,21600.0,724.643867114308,70.0822082715487,794.7260753858567,1e-06,0.9992055896357415,0.0007944103642585354
w2_510p58_511p42,47,11.75,21600.0,727.7637564278524,70.358082731473,798.1218391593254,1e-06,0.9992021965753589,0.0007978034246410859
w2_510p58_511p42,48,12.0,21600.0,733.0212943317955,70.82952511764313,803.8508194494386,1e-06,0.9991964721820664,0.0008035278179335803
w2_510p58_511p42,49,12.25,21600.0,740.368741336166,71.4937371332881,811.8624784694541,1e-06,0.9991884669927047,0.0008115330072953064
w2_510p58_511p42,50,12.5,21600.0,749.5614101521679,72.33063335801207,821.89204351018,1e-06,0.9991784456172422,0.000821554382757772
w2_510p58_511p42,51,12.75,21600.0,760.0081547278978,73.2896536743636,833.2978084022615,1e-06,0.9991670492877983,0.0008329507122016855
w2_510p58_511p42,52,13.0,21600.0,770.6628659724976,74.27986544495509,844.9427314174527,1e-06,0.9991554141321753,0.0008445858678246543
w2_510p58_511p42,53,13.25,21600.0,780.0601390342509,75.17237212185262,855.2325111561036,1e-06,0.9991451330959342,0.0008548669040657764
w2_510p58_511p42,54,13.5,21600.0,786.5828918855191,75.82291064642315,862.4058025319422,1e-06,0.9991379659624737,0.0008620340375262714
w2_510p58_511p42,55,13.75,21600.0,788.9344457586938,76.11271754450198,865.0471633031957,1e-06,0.9991353268821308,0.0008646731178691969
w2_510p58_511p42,56,14.0,21600.0,786.6141452920886,75.99065318367754,862.6047984757661,1e-06,0.999137767138091,0.0008622328619090069
w2_510p58_511p42,57,14.25,21600.0,780.1201115692959,75.4925601883982,855.6126717576941,1e-06,0.9991447532603915,0.0008552467396084618
w2_510p58_511p42,58,14.5,21600.0,770.7468729462523,74.7256812490131,845.4725541952654,1e-06,0.9991548847570186,0.0008451152429813646
w2_510p58_511p42,59,14.75,21600.0,760.1099576418989,73.82863618331291,833.9385938252118,1e-06,0.9991664090363231,0.0008335909636768557
w2_510p58_511p42,60,15.0,21600.0,749.6738184325764,72.93042307967458,822.604241512251,1e-06,0.9991777340046029,0.0008222659953971423
w2_510p58_511p42,61,15.25,21600.0,740.4841034530386,72.12612646404101,812.6102299170797,1e-06,0.9991877198483614,0.0008122801516385891
w2_510p58_511p42,62,15.5,21600.0,733.1318754746217,71.47240407521083,804.6042795498325,1e-06,0.9991957193276758,0.0008042806723241869
w2_510p58_511p42,63,15.75,21600.0,727.8620543507437,70.99573512256838,798.8577894733121,1e-06,0.9992014612124592,0.0007985387875407701
w2_510p58_511p42,64,16.0,21600.0,724.7229113558445,70.70473322004449,795.427644575889,1e-06,0.9992048886241311,0.0007951113758688511
w2_510p58_511p42,65,16.25,21600.0,723.691686973328,70.6008546746491,794.2925416479771,1e-06,0.9992060228251696,0.0007939771748304292
w2_510p58_511p42,66,16.5,21600.0,724.7517692930963,70.6852069567085,795.4369762498048,1e-06,0.999204879299877,0.0007951207001229976
w2_510p58_511p42,67,16.75,21600.0,727.9181241596568,70.9610014744684,798.8791256341252,1e-06,0.9992014398933364,0.0007985601066635706
w2_510p58_511p42,68,17.0,21600.0,733.2119238637345,71.4316059165584,804.6435297802929,1e-06,0.9991956801090143,0.0008043198909857274
w2_510p58_511p42,69,17.25,21600.0,740.5834144499343,72.0940228686037,812.677437318538,1e-06,0.9991876526955534,0.0008123473044465701
w2_510p58_511p42,70,17.5,21600.0,749.7863279330057,72.92800653202085,822.7143344650266,1e-06,0.9991776240021819,0.0008223759978180922
w2_510p58_511p42,71,17.75,21600.0,760.228420267333,73.88287986715368,834.1113001344867,1e-06,0.9991662364739952,0.0008337635260048382
w2_510p58_511p42,72,18.0,21600.0,770.8631037067415,74.86764899391447,845.730752700656,1e-06,0.999154626776754,0.0008453732232459599
w2_510p58_511p42,73,18.25,21600.0,780.2253852896481,75.75343576849323,855.9788210581413,1e-06,0.999144387424306,0.0008556125756939981
w2_510p58_511p42,74,18.5,21600.0,786.6998273677742,76.39610566612498,863.0959330338992,1e-06,0.9991372764271257,0.0008627235728743132
w2_510p58_511p42,75,18.75,21600.0,788.9928267406996,76.67715252735961,865.6699792680591,1e-06,0.9991347046048918,0.0008652953951081566
w2_510p58_511p42,76,19.0,21600.0,786.6080429710336,76.54580792754412,863.1538508985777,1e-06,0.9991372185592298,0.0008627814407702328
w2_510p58_511p42,77,19.25,21600.0,780.0485253397017,76.03834652389973,856.0868718636013,1e-06,0.9991442794659561,0.0008557205340439245
w2_510p58_511p42,78,19.5,21600.0,770.6135494692275,75.26243477335719,845.8759842425847,1e-06,0.9991544816679975,0.0008455183320025261
w2_510p58_511p42,79,19.75,21600.0,759.9226244158865,74.35705537176185,834.2796797876483,1e-06,0.999166068234745,0.000833931765255036
w2_510p58_511p42,80,20.0,10800.0,749.4432217044141,73.51704967339788,822.960271377812,1e-06,0.9991773782675519,0.00082262173244807
